,municipality_id,municipality,munici_English,Total population (Both sexes),Total population (0-14),Total population (15-64),Total population (65 and over),Foreigners (Total),Densely inhabited districts population,Live births,Deaths,Number of in-migrants from other municipalities,Number of out-migrants to other municipalities,Daytime population,Number of households (Total),Number of private households,Nuclear families,One-person households,No. of nuclear families with household members 65 years of age and over,No. of aged-couple households (Only aged couple),No. of aged-single-person households (Aged 65 and over),Marriages,Divorces,Total land area (Excl. the northern territories and Takeshima),Inhabitable area,Taxable income,Tax debtor (per income),Number of establishments,Number of establishments (Secondary industry),Number of establishments (Tertiary industry),Number of persons engaged,Number of persons engaged (Secondary industry),Number of persons engaged (Tertiary industry),Cultivated land area,"Value of manufactured goods shipments, etc.",Number of manufacturing employees,Annual sales of commercial goods,Number of establishments (Wholesale and retail trade),Number of employees (Wholesale and retail trade),Financial strength index (municipalities),Real term balance of revenue to expenditure (municipalities),Ratio of net cost of bonds (municipalities),Settlement of total revenue (municipalities),Settlement of total expenditure (municipalities),Local taxes (municipalities),Number of kindergartens,Number of Kindergarten students,Number of elementary schools,Number of elementary school teachers,Elementary school students,Number of lower secondary schools,Number of lower secondary school teachers,Lower secondary school students,Number of upper secondary schools,Upper secondary school students,Population in labour force,Employed persons,Unemployed persons,Persons employed in primary industry,Persons employed in secondary industry,Persons employed in tertiary industry,No. of employees,"No. of board member of company, etc.","No. of self-employed, employing others","No. of self-employed, not employing others",No. of family employees (Total),Population working in the same municipalities,Commuters to other municipality,Employed persons based on workplace,Workers commuting from other municipalities,No. of public halls,No. of libraries,Number of dwellings with occupying households,No. of owned houses,No. of rented houses,Area of floor space per dwelling,Population covered by waste processing service,Garbage planned collection population,Total volume of waste matter (Total),Rate of recycled,No. of retail stores,No. of eating and drinking places,No. of large-scale retail stores,No. of department stores and general merchandise store,General hospitals,Medical clinics,Dental clinic,Physicians,Dentists,No. of pharmacists,No. of elderly nursing facilities,No. of child welfare institutions (Excl. midwifery home and children's playground),Number of nursery centers,Number of infants enrolled in nursery centers,Persons insured by national health insurance
338,6206.0,寒河江市　　　,Sagae-shi,41256,5409,23570,12226,251,20069,269,487,1023,1041,40654,13086,13062,6847,2330,3008,1490,937,167,44,139.03,69.69,48621,18303,2075,481,1581,20625,7845,12676,26,138234,4908,74111,386,2642,0.53,7.5,9.5,19200,18396,5115,2,401,10,169,2182,3,90,1197,2,899,22203,21445,758,2183,6992,11861,16383,1011,423,2118,1367,12427,8878,21502,8935,5,1,12770,10680,1950,153.5,3587,41541,13268,11.6,372,212,3,0,1,34,19,51,22,52,3,16,11,932,8463
339,6207.0,上山市　　　　,Kaminoyama-shi,31569,3224,17162,11118,104,16671,149,446,626,831,29224,10694,10646,5502,2260,2943,1390,1297,103,38,240.93,78.58,32940,13325,1530,366,1133,12675,4009,8254,23,71013,3187,32265,305,1498,0.47,5.3,9.9,16627,16088,3626,0,0,5,89,1251,3,58,729,1,786,16379,15814,565,1719,3899,10084,11744,837,355,1651,1154,9144,6595,13765,4546,11,1,10680,9140,1510,144.33,2262,31478,10157,23.2,297,135,3,1,2,24,12,57,22,76,2,10,5,566,7496
340,6208.0,村山市　　　　,Murayama-shi,24684,2675,13374,8628,180,7275,124,381,406,592,23618,7713,7705,3725,1264,2071,1055,691,55,27,196.98,88.74,26062,10193,1278,393,866,9866,4214,5536,38,48610,2976,24525,253,1082,0.36,10.6,12.9,13842,13034,2495,1,130,7,101,1060,2,50,623,1,555,13067,12545,522,1805,4653,6058,8939,525,305,1619,1120,7020,5487,11283,4225,1,1,7600,7160,440,175.01,3746,25225,6844,15.2,248,90,1,0,0,22,9,22,10,28,2,11,5,329,5801
341,6209.0,長井市　　　　,Nagai-shi,27757,3311,15285,9119,213,10331,183,434,566,616,28564,9109,9069,4472,1957,2232,1010,872,116,42,214.67,79.08,31218,12212,1700,420,1261,14125,5178,8689,30,50445,3574,48575,337,2064,0.44,5.4,11.1,15737,15260,3198,1,89,6,96,1284,2,53,732,2,840,14350,13919,431,1007,5215,7384,10524,740,348,1314,797,9814,3907,14808,4796,6,1,9250,7470,1760,154.06,3300,27628,8913,21.5,312,162,2,0,2,23,13,32,19,40,2,13,6,489,5597
342,6210.0,天童市　　　　,Tendo-shi,62194,8195,36602,17146,345,37683,510,697,1852,1881,60576,21428,21384,11387,4933,4619,2201,1561,310,97,113.01,75.34,75247,27675,3182,596,2570,30884,9433,21290,35,198676,7201,176258,684,4836,0.66,12.8,3.7,29084,27090,8252,6,614,12,224,3322,4,123,1635,2,981,33148,31877,1271,3299,9417,18692,24363,1505,676,2837,2128,17900,13524,31540,13187,104,1,20450,14910,5510,135.73,2143,62034,19636,12.2,623,348,9,2,3,53,30,83,39,105,4,12,9,866,13901
343,6211.0,東根市　　　　,Higashine-shi,47768,6809,28470,12482,221,18120,434,528,1930,1716,48772,15473,15424,8233,3231,3084,1464,1014,279,53,206.94,75.12,57656,21304,1915,409,1491,23997,9268,14523,31,451173,8163,75890,430,2759,0.59,5,9.6,23203,22636,6986,2,365,9,176,2738,6,117,1507,1,598,26317,25281,1036,3045,7959,13797,19424,811,579,2262,1939,16317,8721,27886,11326,8,1,14420,10450,3810,136.9,4886,47707,14746,11.7,406,185,6,1,2,35,18,64,27,85,5,15,10,801,10103
344,6212.0,尾花沢市　　　,Obanazawa-shi,16953,1846,8877,6229,93,...,90,314,226,414,16392,5109,5096,2359,803,1443,668,459,49,15,372.53,113.44,16227,6499,1016,245,744,7348,2609,4530,54,29420,1429,29977,214,1007,0.27,11.2,11,12603,11746,1707,1,75,6,76,717,3,50,424,1,291,9272,8995,277,1993,2826,4166,5827,351,299,1386,1104,6409,2555,8684,2244,72,1,5020,4640,380,197.79,2685,17094,5508,12.8,227,65,3,0,1,12,4,11,4,12,3,7,7,443,4442
345,6213.0,南陽市　　　　,Nanyo-shi,32285,3911,18290,10031,167,6779,220,477,710,821,30195,10705,10653,5399,2257,2627,1116,996,109,58,160.52,65.13,36333,13899,1882,388,1483,14009,4389,9538,27,54768,3196,42392,390,2065,0.45,9,12.3,14930,14159,3537,2,192,8,120,1559,3,64,806,1,552,17065,16419,646,1696,5368,9309,12181,747,402,1752,1276,10276,6053,14951,4585,8,1,10460,8660,1730,149.96,4837,32274,10513,11.7,389,202,2,0,1,31,14,44,19,46,2,10,7,743,6865
346,6301.0,山辺町　　　　,Yamanobe-machi,14369,1703,7818,4381,36,6882,83,165,294,354,10848,4440,4434,2529,558,1211,538,326,51,17,61.45,28.05,16022,6265,524,148,368,3520,1075,2331,8,5823,627,8072,104,463,0.37,5.1,9.8,5750,5563,1239,2,217,4,60,786,2,36,392,1,432,7462,7188,274,435,2202,4240,5599,348,184,634,379,2411,4731,3814,1357,10,0,4460,4240,190,155.22,648,14243,3674,17.1,113,24,1,0,0,11,6,12,7,14,1,1,1,133,2868
347,6302.0,中山町　　　　,Nakayama-machi,11363,1293,6500,3570,46,...,46,156,174,253,8293,3427,3422,1868,399,945,412,239,21,9,31.15,21.13,12556,5009,420,110,304,2761,771,1919,10,4142,363,21750,88,453,0.36,7.4,9.4,5548,5300,1025,1,131,2,36,521,1,24,304,0,0,6103,5830,273,651,1772,3371,4489,248,102,589,373,1887,3914,3204,1288,2,1,...,...,...,...,549,11660,3147,18.7,74,20,0,0,0,6,2,5,3,0,1,1,1,200,2546
348,6321.0,河北町　　　　,Kahoku-cho,18952,2234,10350,6359,112,5521,119,266,318,474,17437,5865,5854,2870,985,1462,677,497,53,21,52.45,38.23,21266,8259,995,294,695,7437,3313,4058,18,32695,2213,20684,213,962,0.43,4.1,12.8,9469,9274,1959,2,146,6,78,911,1,37,507,1,336,10141,9807,334,1141,3433,5139,7075,512,249,1157,733,4744,4969,8630,3792,3,1,5790,5220,570,168.55,251,19295,5992,14.2,209,59,1,0,1,21,10,52,12,37,2,2,1,144,4205
349,6322.0,西川町　　　　,Nishikawa-machi,5636,550,2829,2257,38,...,17,101,59,130,4834,1785,1783,819,302,554,299,204,15,3,393.19,73.27,5335,2219,313,75,231,1999,602,1307,5,5112,314,3490,59,232,0.23,8.4,9.9,6198,5786,783,0,0,1,18,237,1,15,129,0,0,2863,2756,107,283,914,1557,2056,150,46,316,180,1448,1296,2126,666,14,1,...,...,...,...,690,5757,1655,16.6,56,17,0,0,1,3,3,3,2,6,1,1,1,115,1295
350,6323.0,朝日町　　　　,Asahi-machi,7119,695,3618,2806,56,...,34,130,114,169,6185,2242,2229,1048,388,674,294,258,20,9,196.81,55.63,6365,2695,361,104,253,2249,770,1462,11,5730,459,5008,73,250,0.2,12.6,1.5,5486,5085,582,0,0,3,36,285,1,20,165,0,0,3874,3750,124,959,1101,1678,2363,89,123,632,529,2341,1393,3003,646,4,1,...,...,...,...,1292,7272,1977,15.9,76,24,0,0,1,6,2,5,2,9,1,1,1,152,2041
351,6324.0,大江町　　　　,Oe-machi,8472,912,4520,3040,53,...,39,150,140,222,7607,2632,2620,1293,461,737,351,284,19,12,154.08,32.93,8647,3516,397,100,292,2946,1359,1547,9,21593,1053,3957,88,294,0.27,5.9,4.5,5809,5558,778,1,71,3,32,339,2,24,207,1,290,4524,4369,155,645,1485,2237,3144,186,98,559,378,2060,2305,3520,1456,3,0,...,...,...,...,1489,8468,2195,12.9,94,32,0,0,0,5,3,5,5,2,2,4,3,182,1973
352,6341.0,大石田町　　　,Oishida-machi,7357,814,3985,2557,62,...,25,127,110,170,6178,2143,2137,947,306,567,219,186,16,12,79.54,37.83,7297,2846,373,118,253,2188,856,1299,17,8520,696,5617,74,261,0.23,7.7,11.1,6267,6005,640,0,0,3,35,303,1,20,204,0,0,3984,3873,111,563,1402,1897,2704,139,142,523,353,1945,1911,2909,947,31,0,...,...,...,...,173,7463,2127,11.8,76,28,0,0,0,6,4,4,6,9,2,5,3,221,1909
353,6361.0,金山町　　　　,Kaneyama-machi,5829,704,3249,1876,47,...,34,87,70,174,4740,1643,1642,633,233,361,139,135,22,9,161.67,35.39,5429,2252,279,80,192,1782,754,942,17,2971,441,3489,68,221,0.2,11.6,7.9,4935,4633,449,0,0,3,28,264,1,20,156,1,81,3102,2988,114,533,1052,1400,2195,82,75,378,251,1676,1298,2059,369,1,0,...,...,...,...,1037,5797,1496,17.4,69,22,0,0,0,3,2,3,2,4,1,0,0,0,...
354,6362.0,最上町　　　　,Mogami-machi,8902,988,4831,3083,66,...,54,158,118,205,8054,2665,2653,1149,413,664,312,244,24,11,330.37,64.06,8374,3410,472,140,323,3272,1349,1848,24,6489,514,6377,85,367,0.23,7.5,6.8,7566,7255,786,2,16,6,55,389,1,21,237,1,68,4713,4597,116,813,1626,2150,3174,259,120,609,428,3407,1180,3895,478,44,0,...,...,...,...,2968,9051,2372,11.5,81,26,0,0,1,3,2,5,3,7,0,2,2,164,2449
355,6363.0,舟形町　　　　,Funagata-machi,5631,596,2985,2050,25,...,23,104,81,104,4871,1621,1615,684,243,412,204,155,20,7,119.04,34.36,5204,2174,221,68,150,1739,576,1054,16,5373,295,2414,35,130,0.21,9.9,12,5605,5308,480,0,0,1,17,246,1,18,139,0,0,2821,2727,94,520,823,1374,1963,73,60,380,235,1420,1293,2118,684,1,0,...,...,...,...,501,5630,1597,11.4,35,11,0,0,0,3,1,2,1,3,1,1,1,143,1424
356,6364.0,真室川町　　　,Mamurogawa-machi,8137,842,4301,2993,35,...,39,168,130,205,7117,2478,2469,1087,431,682,283,259,27,9,374.22,51.05,7114,3051,396,99,282,2717,874,1608,22,6520,410,6824,86,391,0.2,5.2,5.5,6205,5957,649,0,0,3,40,315,1,21,196,1,72,4194,4029,165,765,1270,1986,2917,145,96,498,364,2413,1600,3150,721,59,0,...,...,...,...,3025,8040,2287,11.3,87,23,0,0,1,6,2,7,3,10,2,3,2,134,...
357,6365.0,大蔵村　　　　,Okura-mura,3412,415,1825,1172,19,...,22,57,48,100,2801,1016,1007,445,153,260,116,87,11,3,211.63,36.85,3256,1393,211,52,155,1063,258,769,13,261,25,1518,45,156,0.15,2.8,7.4,3981,3885,316,0,0,1,13,147,1,14,94,0,0,1903,1862,41,403,538,921,1241,80,41,273,226,1042,811,1330,279,1,0,...,...,...,...,494,3456,871,8.2,41,8,0,0,0,3,0,2,1,3,1,1,1,8,876
358,6366.0,鮭川村　　　　,Sakegawa-mura,4317,442,2336,1539,26,...,20,90,110,118,3827,1224,1222,457,170,302,104,110,16,5,122.14,41.67,4129,1684,186,50,117,1409,577,629,21,4957,183,1756,31,110,0.17,12.5,10.6,4571,4274,345,0,0,1,14,151,1,15,118,0,0,2361,2305,56,612,643,980,1530,91,66,326,243,1261,991,1937,623,1,0,...,...,...,...,1114,4426,2150,51.2,33,8,0,0,0,2,1,2,1,0,1,2,2,129,...
359,6367.0,戸沢村　　　　,Tozawa-mura,4773,455,2636,1682,51,...,26,89,52,131,3898,1390,1387,573,209,390,144,113,12,4,261.31,45.24,3847,1730,246,78,164,1244,466,761,16,1291,201,1895,41,121,0.16,12.4,6.4,4958,4635,350,0,0,1,15,176,1,12,105,0,0,2448,2343,105,357,837,1106,1719,61,60,300,168,1176,1145,1599,401,1,0,...,...,...,...,1138,4871,1413,13.3,42,13,0,0,0,3,0,1,0,1,1,2,2,81,...
360,6381.0,高畠町　　　　,Takahata-machi,23882,3101,13579,7187,124,...,149,317,428,571,21038,7218,7203,3497,1149,1694,641,521,73,32,180.26,77.04,24656,10167,1119,291,819,9141,3986,5069,38,57899,3056,27316,243,1139,0.37,5,10.4,11275,10941,2323,1,149,6,91,1256,1,47,679,1,313,13206,12775,431,1871,4622,6232,9252,545,247,1541,1164,6901,5832,10507,3564,6,1,7050,6310,740,159.71,2277,24106,6166,18.4,220,91,1,0,1,14,9,22,15,22,3,6,5,619,5369
361,6382.0,川西町　　　　,Kawanishi-machi,15751,1749,8663,5339,61,...,87,270,266,381,14704,4553,4542,1936,723,1184,458,398,49,22,166.6,86.26,15487,6477,709,182,515,7361,1972,5281,50,28121,1350,10854,153,644,0.24,3.5,10.6,11244,10969,1339,3,234,8,90,720,1,30,372,1,326,8453,8159,294,1387,2714,4024,5782,285,162,1147,743,4238,3880,7282,3003,1,2,4780,4520,240,172.58,3399,15873,4097,7.2,147,44,0,0,2,6,4,110,11,41,1,3,3,151,3620
362,6401.0,小国町　　　　,Oguni-machi,7868,866,4106,2896,28,...,38,141,173,282,7901,2845,2832,1434,696,819,423,356,17,3,737.56,79.14,8478,3319,458,85,362,3860,1734,2018,11,25384,1201,4828,82,351,0.25,9.2,8.3,6709,6334,957,0,0,2,25,346,2,23,199,2,173,3847,3744,103,314,1559,1862,3044,123,89,332,146,3341,379,3849,484,2,0,...,...,...,...,1004,8011,2021,15,85,38,0,0,1,3,1,6,3,13,1,3,3,247,1590
363,6402.0,白鷹町　　　　,Shirataka-machi,14175,1651,7620,4882,65,...,60,240,178,306,12519,4405,4391,2100,728,1225,565,447,47,15,157.71,57.18,14351,5953,704,219,477,5407,2366,2923,20,24067,1622,9427,134,571,0.28,10.8,7.6,8872,8328,1205,0,0,4,55,658,1,26,350,1,183,7312,7084,228,734,2752,3596,5388,322,173,759,437,4393,2674,5681,1271,1,1,4590,4210,380,161.34,2188,14401,3386,18.4,134,44,1,0,1,8,4,11,4,12,1,4,4,460,3274
364,6403.0,飯豊町　　　　,Iide-machi,7304,840,3929,2535,40,...,50,137,108,171,6547,2198,2190,969,371,550,228,216,19,3,329.41,54.5,7262,3004,336,85,236,2877,1148,1593,22,18472,875,4271,64,288,0.19,7.1,7.2,7662,7223,637,1,15,4,41,341,1,16,178,0,0,3929,3831,98,659,1321,1844,2849,156,78,485,259,2034,1792,3295,1256,66,0,...,...,...,...,230,7380,2039,13.9,63,11,0,0,0,5,0,3,1,3,1,4,2,128,1637
365,6426.0,三川町　　　　,Mikawa-machi,7728,1008,4124,2555,18,...,61,114,194,214,8506,2223,2213,1052,350,481,183,161,24,14,33.22,33.22,8203,3267,480,111,355,5030,1154,3793,22,21819,812,48228,120,1285,0.38,6.7,11.2,4933,4739,956,1,103,3,38,410,1,23,205,0,0,4069,3941,128,623,1134,2179,2910,171,70,479,295,1751,2178,4932,3169,2,0,...,...,...,...,234,7528,3408,9.4,103,29,3,2,1,3,3,8,3,19,1,2,2,211,1691
366,6428.0,庄内町　　　　,Shonai-machi,21666,2518,11742,7404,76,...,134,329,417,530,18161,6637,6621,3078,1094,1699,672,588,75,23,249.17,110.22,22319,9512,990,270,704,7068,2336,4603,57,21858,1154,23123,178,859,0.31,7.9,9.6,13070,12491,1938,5,281,5,78,1009,2,41,571,1,272,11532,11152,380,1434,3300,6306,8359,407,222,1247,831,5573,5485,8077,2410,9,2,6390,6150,240,176.89,1204,22048,8095,20.7,182,70,1,0,1,11,6,25,11,11,2,4,4,366,5280
367,6461.0,遊佐町　　　　,Yuza-machi,14207,1400,7518,5289,30,...,73,248,252,288,11731,4509,4494,2107,782,1327,518,521,42,15,208.39,97.35,13971,5958,656,164,476,4300,1185,2980,40,12139,538,10258,147,694,0.28,9.2,8,8943,8424,1256,0,0,5,59,564,1,23,327,1,93,7460,7197,263,1154,1947,4058,5179,246,161,945,619,3806,3312,5033,1148,0,1,4640,4430,200,168.43,1854,14434,4600,17.4,146,37,1,0,1,8,5,8,7,6,2,5,4,240,3535
368,7.0,福島県　　　,Fukushima-ken,1914039,228887,1120189,542384,8725,815759,13217,24778,51474,59869,1917815,737598,730013,375386,223347,161723,77105,77583,8075,3200,13783.9,4217.11,2474781,847804,91259,18032,72546,873753,244220,622014,1417,4828248,154979,4631742,18628,129756,...,...,...,1389838,1325515,258937,276,20357,454,6964,91886,230,4444,51460,111,52148,964491,922133,42358,59780,271326,555204,718142,46316,17536,71571,43398,693357,204692,930211,212770,376,67,686000,456300,222000,114.63,198983,1958850,742598,13.6,16934,8013,227,28,105,1370,863,3888,1377,3582,140,430,310,26185,461107
369,7201.0,福島市　　　　,Fukushima-shi,294247,34412,175079,80252,1380,192047,2064,3160,8747,9705,303625,122269,121565,64167,42374,26575,13454,13238,1285,481,767.72,275.17,408798,131789,13420,1915,11459,148723,27655,120655,70,565100,16249,836615,2726,21771,0.75,7,1.7,196419,191793,38302,42,2929,52,915,13675,23,572,7706,15,9862,146074,140435,5639,5644,32308,96449,114039,6888,2458,8588,4800,119611,17302,148141,25008,22,4,114690,67020,46110,99.28,16717,284010,130065,9.7,2469,1339,46,5,15,262,141,1139,200,691,17,59,40,3668,60764
370,7202.0,会津若松市　　,Aizuwakamatsu-shi,124062,15681,72042,34914,551,87065,879,1509,3435,3701,131156,49431,49322,25075,16273,10374,5130,5794,525,204,382.97,146.02,147107,52780,6908,1189,5687,63330,13357,49606,69,213275,8947,300891,1498,10663,0.62,6.3,8.8,49806,47757,15330,8,595,20,385,6247,13,283,3595,9,4673,60772,57236,3536,3063,14133,38549,44476,3183,1228,4432,2685,47848,7968,63115,13847,10,1,47210,29300,16590,112.43,12582,121692,51316,15.5,1265,790,21,3,7,92,58,343,91,309,6,26,19,2279,28745
371,7203.0,郡山市　　　　,Koriyama-shi,335444,41865,204785,81853,1559,240314,2625,3387,10539,11278,352462,138310,138082,70267,49315,25498,12183,13877,1632,623,757.2,337.34,463643,150726,16633,2762,13809,172583,34969,136901,124,711010,18918,1402963,3364,29586,0.79,5.9,5.1,173868,167859,46980,33,5104,62,1083,16816,29,689,9230,14,10548,163886,156056,7830,4550,36734,102817,121502,8861,2529,9657,4697,129211,19807,168619,32370,103,18,133340,72830,59180,95.64,12198,327022,145022,10.3,2660,1441,47,7,19,238,170,836,433,829,15,48,36,3086,73042
372,7204.0,いわき市　　　,Iwaki-shi,350237,42404,204962,98323,1517,173057,2323,4446,6835,7827,344385,141069,140328,76050,44276,32135,15826,15978,1424,613,1232.02,351.41,444990,147138,14918,2831,12003,148290,41749,105218,78,914387,23678,869814,3062,21405,0.75,5.2,9.4,163875,154419,49380,53,4375,69,1158,16946,42,773,9382,20,8819,167830,160151,7679,4044,48912,99301,128434,9270,3111,9486,4234,141659,12722,155129,7700,36,6,123240,78120,43170,102.35,17901,348482,130420,21.7,2867,1431,32,4,21,256,166,583,207,719,15,61,55,5100,72569
373,7205.0,白河市　　　　,Shirakawa-shi,61913,8071,37135,16151,401,21512,437,682,1744,2095,62914,23004,22967,11763,6709,4580,2187,2187,265,106,305.32,132.58,79950,27380,3168,598,2546,29526,9598,19589,56,287814,7299,118372,618,4232,0.6,7.1,9.7,43167,41570,8659,10,927,15,239,3225,8,164,1868,4,2139,31757,30526,1231,1950,11120,16450,24131,1340,546,2262,1474,20455,9281,31629,10384,10,4,22270,15350,6480,117.3,4671,62383,22305,10.7,566,360,7,0,2,52,35,135,50,127,5,13,10,863,14366
374,7207.0,須賀川市　　　,Sukagawa-shi,77441,10476,46938,19590,246,31131,537,875,1993,2145,72552,26345,26299,14326,6046,5425,2328,2255,321,125,279.43,160.25,93889,33855,3349,710,2620,32610,10052,22371,72,167352,7058,131949,668,4591,0.58,6.1,7,44778,42636,9400,7,355,17,279,4226,10,187,2271,4,2389,40117,38610,1507,3472,11813,21717,29581,1798,667,3204,2367,23396,14166,34383,9939,9,3,25290,19300,5820,121.24,7954,77764,27536,12.9,620,291,9,1,6,54,34,121,47,119,5,29,17,1235,18256
375,7208.0,喜多方市　　　,Kitakata-shi,49377,5619,25951,16674,158,11901,311,865,1055,1350,46707,16752,16706,7927,4026,4114,1791,2077,172,65,554.63,177.56,49960,20028,2667,551,2085,19100,6339,12518,82,77925,4612,59730,585,2740,0.37,2.7,8.9,26794,26125,4872,4,221,17,212,2254,7,114,1255,4,1419,24645,23766,879,3081,7230,13253,17412,1026,543,2772,1846,17504,6042,21320,3596,16,1,16990,13500,3350,147.54,23345,49679,15862,8.5,570,242,6,1,5,29,21,59,33,61,7,29,19,944,12033
376,7209.0,相馬市　　　　,Soma-shi,38556,4893,22428,10736,177,8816,262,471,1194,1303,38010,15209,15176,6967,5338,3032,1481,1602,160,50,197.79,91.1,48571,16016,1829,350,1465,16622,6352,10095,33,111185,3799,87280,398,2575,0.64,4,11.2,30894,29729,5177,9,733,9,147,1915,4,87,1003,2,1029,19594,18709,885,1238,6589,10138,14598,857,489,1313,902,12821,5298,18311,4900,9,1,12960,7670,5130,109.38,5458,35864,14464,12,365,210,6,1,2,25,18,52,25,58,2,7,4,517,8925
377,7210.0,二本松市　　　,Nihonmatsu-shi,58162,6570,33974,17526,286,9695,332,775,1312,1601,54610,19810,19496,9844,4485,4755,2005,1837,205,86,344.42,190.77,66161,24878,2653,662,1964,24024,9591,14228,59,164518,6851,94567,550,3357,0.44,9,11.6,46942,44800,6209,13,431,16,220,2574,7,132,1487,3,1199,31002,29531,1471,2462,10573,15848,23197,1328,533,2436,1724,19260,9949,26932,7350,20,2,18000,14030,3880,138.32,1764,56465,18549,19.3,521,190,6,0,3,41,23,77,27,71,4,15,10,557,13202
378,7211.0,田村市　　　　,Tamura-shi,38503,4279,22033,11907,225,...,211,590,707,943,34412,12734,12708,5631,3173,2925,1213,1134,129,51,458.33,155.07,39648,15302,1789,506,1275,14628,6306,8163,58,86928,4203,50306,408,2154,0.33,6.5,6.6,27751,26377,3713,9,206,13,172,1722,7,106,974,1,354,20948,20022,926,2616,7659,9603,14810,888,375,2195,1621,13581,6267,16854,3099,17,5,11530,9700,1830,150.99,6732,38431,11620,17.3,411,87,5,0,1,22,16,25,17,33,3,9,6,674,9837
379,7212.0,南相馬市　　　,Minamisoma-shi,57797,4885,33379,18452,211,19265,355,837,2009,3090,60143,25944,21451,10500,6676,5611,2848,2392,239,106,398.58,180.88,85463,27557,2720,590,2111,24199,7539,16518,63,90677,4068,121932,544,3486,0.64,8.1,10.1,113731,109494,8573,16,572,15,202,2158,6,126,1266,3,1234,30587,28949,1638,1232,11976,15264,23498,1456,655,1923,1107,24274,4349,31529,6929,0,3,22240,14100,7950,123.21,4661,63254,26177,13.2,514,206,4,1,5,36,23,95,34,91,5,14,8,539,19020
380,7213.0,伊達市　　　　,Date-shi,62400,6712,35350,20234,281,15904,307,864,1344,1565,55560,21624,21596,11852,4641,6163,2721,2115,180,64,265.12,132.87,69854,26744,2722,702,2001,22112,7574,14338,42,155949,4468,74044,560,3243,0.4,9.5,6.5,34732,33003,5555,7,225,16,236,2619,6,134,1641,3,1587,33209,31746,1463,4022,9715,17185,23581,1293,562,3479,2296,18931,12197,25958,6409,0,1,20970,17790,2960,139.68,11143,61672,24607,11.6,550,170,7,1,2,42,23,81,33,96,5,12,10,872,15529
381,7214.0,本宮市　　　　,Motomiya-shi,30924,4160,18654,8104,130,...,200,323,904,934,31211,10049,10030,5462,2044,2162,890,735,127,48,88.02,60.95,37594,13746,1490,391,1093,16942,7027,9854,22,254275,5174,132638,321,2505,0.63,9,9.4,26194,25380,4111,6,335,7,122,1717,3,72,920,1,443,16394,15355,1039,920,5180,8952,12339,709,239,1132,688,7917,7199,16427,8271,13,1,9720,7480,2250,132.99,2675,30767,10228,17.3,272,95,4,0,1,16,13,29,16,53,2,8,6,468,6486
382,7301.0,桑折町　　　　,Kori-machi,12271,1353,6640,4269,32,5052,64,190,355,361,11197,4276,4262,2336,935,1273,564,461,44,9,42.97,24.73,13287,5200,549,129,417,5530,2717,2795,10,64226,2251,11958,107,633,0.45,8.9,11,7833,7489,1320,1,244,4,53,525,1,25,317,0,0,6384,6089,295,809,1757,3506,4588,249,115,721,402,2886,3187,5449,2547,4,0,...,...,...,...,611,12240,5009,13.4,97,18,1,0,0,8,7,4,9,8,2,2,1,102,3068
383,7303.0,国見町　　　　,Kunimi-machi,9512,953,5117,3425,58,...,29,134,195,254,8292,3291,3289,1739,688,1033,474,363,25,8,37.95,23.48,10203,3973,370,98,268,3343,994,2326,11,11389,647,9573,90,538,0.29,11.2,6.6,9460,8903,944,1,139,1,25,391,1,21,243,0,0,5038,4784,254,796,1302,2660,3441,203,118,569,413,2282,2463,3930,1609,1,0,...,...,...,...,491,9534,3499,13.3,94,13,1,0,1,4,3,37,4,24,1,1,1,75,2666
384,7308.0,川俣町　　　　,Kawamata-machi,14452,1327,7819,5249,100,...,53,237,285,472,14928,5515,5437,2642,1620,1530,684,731,42,23,127.7,37.52,15268,5871,710,187,519,6284,2888,3370,12,28944,1924,19720,148,845,0.36,10.7,3,12897,12260,1161,5,99,6,67,527,2,35,325,1,140,7251,6993,258,349,2971,3547,5627,346,120,537,280,4285,2632,7609,3248,10,0,5020,4080,940,130.41,274,14205,6222,7.7,136,39,3,0,1,13,6,18,6,18,1,1,1,130,3450
385,7322.0,大玉村　　　　,Otama-mura,8679,1202,5205,2216,29,...,68,101,334,222,6845,2619,2616,1317,462,491,199,187,38,11,79.44,30.75,9586,3783,269,74,187,2656,832,1760,17,10013,601,11333,46,418,0.36,12.1,6,5781,5248,889,2,151,2,35,516,1,24,240,0,0,4751,4585,166,566,1537,2469,3633,145,73,399,320,1656,2914,3084,1413,2,0,...,...,...,...,600,8752,2451,21.4,46,14,1,1,0,2,2,0,1,0,1,1,1,142,1815
386,7342.0,鏡石町　　　　,Kagamiishi-machi,12486,1809,7537,3140,37,...,115,164,428,456,11638,4205,4201,2371,886,886,396,361,57,24,31.3,27.86,14362,5442,550,175,372,5235,2518,2696,14,57348,2268,17617,104,886,0.55,3.4,10,6460,6331,1617,2,261,2,43,729,1,27,384,1,688,6652,6218,434,552,2321,3318,4831,347,114,499,387,2548,3623,5462,2867,2,1,...,...,...,...,1113,12780,3852,13.9,94,34,3,1,0,9,3,8,5,14,2,5,3,298,3270
