"","","","","/項目 コード","D3203","D320301","D320302","D320303","D320304","D320305","D320306","D320307","D320308","D320309","D320310","D320311","D320312","D320401","D320402","D320403","D320404","D320405","D320406","D320407","D320408","D320410","D320411","D320412"
"1984100000","1984年度","45441","宮崎県 高千穂町","","3999970","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","45442","宮崎県 日之影町","","3213516","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","45443","宮崎県 五ヶ瀬町","","2039272","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","46201","鹿児島県 鹿児島市","","108140136","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","46203","鹿児島県 鹿屋市","","23216130","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","46204","鹿児島県 枕崎市","","7382743","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","46206","鹿児島県 阿久根市","","7368656","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","46208","鹿児島県 出水市","","12905771","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","46210","鹿児島県 指宿市","","11063197","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","46213","鹿児島県 西之表市","","7005072","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","46214","鹿児島県 垂水市","","5616719","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","46215","鹿児島県 薩摩川内市","","30170523","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","46216","鹿児島県 日置市","","11120490","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","46217","鹿児島県 曽於市","","11502246","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","46218","鹿児島県 霧島市","","26150817","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","46219","鹿児島県 いちき串木野市","","7569698","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","46220","鹿児島県 南さつま市","","15033414","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","46221","鹿児島県 志布志市","","9979176","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","46222","鹿児島県 奄美市","","17802212","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","46223","鹿児島県 南九州市","","12468712","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","46224","鹿児島県 伊佐市","","10662441","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","46225","鹿児島県 姶良市","","12041808","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","46303","鹿児島県 三島村","","1828014","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","46304","鹿児島県 十島村","","2875470","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","46392","鹿児島県 さつま町","","8305086","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","46404","鹿児島県 長島町","","6626036","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","46452","鹿児島県 湧水町","","4117797","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","46468","鹿児島県 大崎町","","3940282","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","46482","鹿児島県 東串良町","","2020221","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","46490","鹿児島県 錦江町","","3672200","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","46491","鹿児島県 南大隅町","","4221226","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","46492","鹿児島県 肝付町","","5627959","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","46501","鹿児島県 中種子町","","3927733","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","46502","鹿児島県 南種子町","","3012972","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
